id,state_name,waiting_time,time_until_sent_home,broken_bone,transfer_time,hospital_name,hospital_link,phone,address
80,Alabama,30,-1,79,65,"mizell memorial hospital",/emergency/hospital/010007,"(334) 493-3541","702 n main st  opp, AL 36467"
81,Alabama,36,-1,68,80,"st vincent's east",/emergency/hospital/010011,"(205) 838-3122","50 medical park east drive  birmingham, AL 35235"
82,Alabama,33,-1,88,80,"community hospital inc",/emergency/hospital/010034,"(334) 283-6541","805 friendship road  tallassee, AL 36078"
83,Alabama,44,-1,77,122,"st vincent's birmingham",/emergency/hospital/010056,"(205) 939-7000","810 st vincent's drive  birmingham, AL 35205"
84,Alabama,45,-1,84,45,"wiregrass medical center",/emergency/hospital/010062,"(334) 684-3655","1200 w maple avenue  geneva, AL 36340"
85,Alabama,18,-1,37,57,"trinity medical center",/emergency/hospital/010104,"(205) 592-1000","800 montclair rd  birmingham, AL 35213"
86,Alabama,41,-1,51,33,"l v stabler memorial hospital",/emergency/hospital/010150,"(334) 382-2200","29 l v stabler drive  greenville, AL 36037"
87,Alabama,38,-1,65,76,"jack hughston memorial hospital",/emergency/hospital/010168,"(334) 732-3000","4401 river chase drive  phenix city, AL 36867"
88,Alabama,-1,-1,-1,-1,"choctaw general hospital",/emergency/hospital/011304,"(205) 459-9100","401 vanity fair lane, po box 618  butler, AL 36904"
89,Alabama,36,-1,82,104,"baptist medical center-princeton",/emergency/hospital/010103,"(205) 783-3800","701 princeton avenue southwest  birmingham, AL 35211"
90,Alabama,41,-1,76,66,"evergreen medical center",/emergency/hospital/010148,"(251) 578-2480","101 crestview avenue  evergreen, AL 36401"
91,Alabama,54,-1,68,92,"huntsville hospital",/emergency/hospital/010039,"(256) 265-1000","101 sivley rd  huntsville, AL 35801"
92,Alabama,38,-1,94,32,"hale county hospital",/emergency/hospital/010095,"(334) 624-3024","508 green street  greensboro, AL 36744"
93,Alabama,48,-1,-1,30,"georgiana medical center",/emergency/hospital/010047,"(334) 376-2205","515 n miranda avenue  georgiana, AL 36033"
94,Alabama,17,-1,74,75,"russell hospital",/emergency/hospital/010065,"(256) 329-7100","3316 highway 280  alexander city, AL 35010"
95,Alabama,88,-1,96,230,"university of south alabama medical center",/emergency/hospital/010087,"(251) 471-7110","2451 fillingim street  mobile, AL 36617"
96,Alabama,39,-1,61,102,"thomas hospital",/emergency/hospital/010100,"(251) 928-2375","750 morphy avenue  fairhope, AL 36532"
97,Alabama,33,-1,66,211,"baptist medical center south",/emergency/hospital/010023,"(334) 288-2100","2105 east south boulevard  montgomery, AL 36116"
98,Alabama,46,-1,95,87,"pickens county medical center",/emergency/hospital/010109,"(205) 367-8111","241 robert k wilson drive  carrollton, AL 35447"
99,Alabama,9,-1,-1,92,"eliza coffee memorial hospital",/emergency/hospital/010006,"(256) 768-8400","205 marengo street  florence, AL 35631"
100,Alabama,43,-1,51,71,"north baldwin infirmary",/emergency/hospital/010129,"(251) 937-5521","1815 hand avenue  bay minette, AL 36507"
101,Alabama,23,-1,62,93,"cullman regional medical center",/emergency/hospital/010035,"(256) 737-2000","1912 alabama highway 157  cullman, AL 35058"
102,Alabama,51,-1,68,67,"southeast alabama medical center",/emergency/hospital/010001,"(334) 793-8701","1108 ross clark circle  dothan, AL 36301"
103,Alabama,20,-1,58,58,"helen keller memorial hospital",/emergency/hospital/010019,"(256) 386-4556","1300 south montgomery avenue  sheffield, AL 35660"
104,Alabama,39,-1,71,70,"decatur morgan hospital-parkway campus",/emergency/hospital/010054,"(256) 350-2211","1874 beltline rd sw  decatur, AL 35601"
105,Alabama,27,-1,-1,60,"bibb medical center",/emergency/hospital/010058,"(205) 926-4881","208 pierson ave  centreville, AL 35042"
106,Alabama,48,-1,-1,75,"hill hospital of sumter county",/emergency/hospital/010138,"(205) 392-5263","751 derby drive  york, AL 36925"
107,Alabama,31,-1,84,162,"university of alabama hospital",/emergency/hospital/010033,"(205) 934-4011","619 south 19th street  birmingham, AL 35233"
108,Alabama,21,-1,58,40,"grove hill memorial hospital",/emergency/hospital/010091,"(251) 275-3191","295 jackson hwy s  grove hill, AL 36451"
109,Alabama,15,-1,59,-1,"washington county hospital",/emergency/hospital/011300,"(251) 847-2223","14600 st. stephens avenue  chatom, AL 36518"
110,Alabama,-1,-1,-1,-1,"red bay hospital",/emergency/hospital/011302,"(256) 356-9532","211 hospital road  red bay, AL 35582"
111,Alabama,33,-1,76,38,"bryan w whitfield mem hosp inc",/emergency/hospital/010112,"(334) 289-4000","105 highway 80 east  demopolis, AL 36732"
112,Arkansas,-1,-1,-1,-1,"va central ar. veterans healthcare system lr",/emergency/hospital/04010F,"(501) 257-1000","4300 west seventh street  little rock, AR 72205"
113,Arkansas,11,-1,51,46,"harris hospital",/emergency/hospital/040080,"(870) 523-8911","1205 mclain street  newport, AR 72112"
114,Arkansas,29,-1,92,70,"national park medical center",/emergency/hospital/040078,"(501) 321-1000","1910 malvern avenue  hot springs, AR 71901"
115,Arkansas,17,-1,60,52,"saline memorial hospital",/emergency/hospital/040084,"(501) 776-6000","#1 medical park drive  benton, AR 72015"
116,Arkansas,34,-1,50,56,"helena regional medical center",/emergency/hospital/040085,"(870) 338-5800","1801 martin luther king drive  helena, AR 72342"
117,Arkansas,15,-1,47,63,"medical center south arkansas",/emergency/hospital/040088,"(870) 863-2000","700 west grove street  el dorado, AR 71731"
118,Arkansas,-1,-1,-1,-1,"fayetteville ar va medical center",/emergency/hospital/04009F,"(479) 444-5058","1100 n. college avenue  fayetteville, AR 72703"
119,Arkansas,49,-1,68,62,"baptist health medical center-little rock",/emergency/hospital/040114,"(501) 202-2000","9601 interstate 630, exit 7  little rock, AR 72205"
120,Arkansas,40,-1,70,73,"st vincent infirmary medical center",/emergency/hospital/040007,"(501) 552-3000","two st vincent circle  little rock, AR 72205"
121,Arkansas,56,-1,84,113,"washington regional med ctr at north hills",/emergency/hospital/040004,"(479) 463-5113","3215 n north hills blvd  fayetteville, AR 72703"
122,Arkansas,30,-1,73,98,"mercy hospital northwest arkansas",/emergency/hospital/040010,"(479) 338-8000","2710 rife medical lane  rogers, AR 72758"
123,Arkansas,22,-1,66,63,"siloam springs regional hospital",/emergency/hospital/040001,"(479) 524-4141","603 north progress avenue  siloam springs, AR 72761"
124,Arkansas,24,-1,52,49,"summit medical center",/emergency/hospital/040018,"(479) 471-4300","east main and south 20th street  van buren, AR 72956"
125,Arkansas,21,-1,73,81,"johnson regional medical center",/emergency/hospital/040002,"(479) 754-5454","1100 east poplar street  clarksville, AR 72830"
126,Arkansas,27,-1,70,55,"chambers memorial hospital",/emergency/hospital/040011,"(479) 495-2241","719 detroit street  danville, AR 72833"
127,Arkansas,20,-1,78,32,"mena regional health system",/emergency/hospital/040015,"(479) 394-6100","311 north morrow street  mena, AR 71953"
128,Arkansas,17,-1,58,86,"north arkansas regional medical center",/emergency/hospital/040017,"(870) 414-4000","620 north main street  harrison, AR 72601"
129,Arkansas,42,-1,50,90,"white county medical center",/emergency/hospital/040014,"(501) 278-3100","3214 east race avenue  searcy, AR 72143"
130,Arkansas,19,-1,48,132,"northwest medical center-springdale",/emergency/hospital/040022,"(479) 751-5711","609 west maple avenue  springdale, AR 72764"
131,Arkansas,38,-1,44,45,"magnolia hospital",/emergency/hospital/040067,"(870) 235-3000","101 hospital drive  magnolia, AR 71754"
132,Arkansas,36,-1,70,72,"conway regional medical center",/emergency/hospital/040029,"(501) 329-3831","2302 college avenue  conway, AR 72034"
133,Arkansas,13,-1,66,55,"ouachita county medical center",/emergency/hospital/040050,"(870) 836-1000","638 california avenue  camden, AR 71701"
134,Arkansas,19,-1,60,35,"baptist health medical center-hot springs county",/emergency/hospital/040076,"(501) 337-4911","1001 schneider drive  malvern, AR 72104"
135,Arkansas,15,-1,60,60,"drew memorial hospital",/emergency/hospital/040051,"(870) 367-2411","778 scogin drive  monticello, AR 71655"
136,Arkansas,30,-1,61,61,"st josephs mercy health center inc",/emergency/hospital/040026,"(501) 622-1000","300 werner street  hot springs, AR 71903"
137,Arkansas,51,-1,68,83,"st edward mercy medical center",/emergency/hospital/040062,"(479) 314-6000","7301 rogers ave  fort smith, AR 72917"
138,Arkansas,17,-1,62,68,"baxter regional medical center",/emergency/hospital/040027,"(870) 508-1000","624 hospital drive  mountain home, AR 72653"
139,Arkansas,24,-1,80,60,"baptist health medical center north little rock",/emergency/hospital/040036,"(501) 202-3000","3333 springhill drive  north little rock, AR 72117"
140,Arkansas,25,-1,48,70,"st marys regional medical center",/emergency/hospital/040041,"(479) 968-2841","1808 west main street  russellville, AR 72801"
141,Arkansas,26,-1,41,26,"baptist health medical center-stuttgart",/emergency/hospital/040072,"(870) 673-3511","1703 north buerkle road  stuttgart, AR 72160"
142,Arkansas,38,-1,66,51,"north metro medical center",/emergency/hospital/040074,"(501) 985-7000","1400 braden street  jacksonville, AR 72076"
143,Arkansas,30,-1,75,104,"sparks regional medical center",/emergency/hospital/040055,"(501) 441-4000","1001 towson avenue  fort smith, AR 72902"
144,Arkansas,22,-1,44,48,"five rivers medical center",/emergency/hospital/040047,"(870) 892-6000","2801 medical center drive  pocahontas, AR 72455"
145,Arkansas,-1,-1,-1,-1,"mercy hospital turner memorial",/emergency/hospital/041303,"(479) 667-4138","801 west river street  ozark, AR 72949"
146,Arkansas,25,-1,58,-1,"stone county medical center",/emergency/hospital/041310,"(870) 269-4361","highway 14 east  mountain view, AR 72560"
147,Arkansas,30,-1,-1,-1,"arkansas surgical hospital",/emergency/hospital/040147,"(501) 748-8000","5201 north shore drive  no little rock, AR 72118"
148,Arkansas,11,-1,-1,76,"arkansas heart hospital",/emergency/hospital/040134,"(501) 219-7000","1701 s shackleford road  little rock, AR 72211"
149,Arkansas,-1,-1,-1,-1,"crossridge community hospital",/emergency/hospital/041307,"(870) 238-3300","310 south falls boulevard  wynne, AR 72396"
150,Arkansas,27,-1,52,59,"st vincent medical center/north",/emergency/hospital/040137,"(501) 552-7100","2215 wildwood avenue  sherwood, AR 72120"
151,Arkansas,-1,-1,-1,-1,"lawrence memorial hospital",/emergency/hospital/041309,"(870) 886-1200","1309 west main  walnut ridge, AR 72476"
152,Arkansas,-1,-1,-1,-1,"north logan mercy hospital",/emergency/hospital/041300,"(479) 963-6101","500 east academy  paris, AR 72855"
153,Arkansas,-1,-1,-1,-1,"st edward health facilities of scott county",/emergency/hospital/041305,"(479) 637-4135","1341 west sixth street  waldron, AR 72958"
154,Arkansas,-1,-1,-1,-1,"mcgehee hospital",/emergency/hospital/041308,"(870) 222-5600","900 south third street  mcgehee, AR 71654"
155,Arkansas,-1,-1,-1,-1,"community medical center izard county",/emergency/hospital/041306,"(870) 297-3726","103 grasse street  calico rock, AR 72519"
156,Arkansas,31,-1,66,-1,"baptist health medical center heber spings",/emergency/hospital/041312,"(501) 887-3000","1800 bypass road  heber springs, AR 72543"
157,Arkansas,-1,-1,-1,-1,"eureka springs hospital, llc",/emergency/hospital/041304,"(479) 253-7400","24 norris street  eureka springs, AR 72632"
158,Arkansas,-1,-1,-1,-1,"river valley medical center",/emergency/hospital/041302,"(479) 229-4677","200 north third street  dardanelle, AR 72834"
159,Arkansas,-1,-1,-1,-1,"delta memorial hospital",/emergency/hospital/041326,"(870) 382-4303","811 highway 65 south  dumas, AR 71639"
160,Arkansas,-1,-1,-1,-1,"de queen medical center, inc",/emergency/hospital/041319,"(870) 584-4111","1306 west collin raye drive  de queen, AR 71832"
161,Arkansas,-1,-1,-1,-1,"little river memorial hospital",/emergency/hospital/041320,"(870) 898-5011","451 west locke street  ashdown, AR 71822"
162,Arkansas,-1,-1,-1,-1,"fulton county hospital",/emergency/hospital/041322,"(870) 895-2691","679 north main street  salem, AR 72576"
163,Arkansas,-1,-1,-1,-1,"arkansas children's hospital",/emergency/hospital/043300,"(501) 364-1100","800 marshall street slot 301  little rock, AR 72202"
164,Arkansas,-1,-1,-1,-1,"mercy hospital berryville",/emergency/hospital/041329,"(870) 423-3355","214 carter street  berryville, AR 72616"
165,Arkansas,-1,-1,-1,-1,"st vincent morrilton",/emergency/hospital/041324,"(501) 977-2300","#4 hospital drive  morrilton, AR 72110"
166,Arkansas,-1,-1,-1,-1,"dallas county medical center",/emergency/hospital/041317,"(870) 352-6300","201 clifton street  fordyce, AR 71742"
167,Arkansas,-1,-1,-1,-1,"piggott community hospital",/emergency/hospital/041330,"(870) 598-3881","1206 gordon duckworth drive  piggott, AR 72454"
168,Arkansas,-1,-1,40,-1,"chicot memorial medical center",/emergency/hospital/041328,"(870) 265-5351","2729 south highway 65 & 82  lake village, AR 71653"
169,Arkansas,19,-1,62,-1,"baptist health medical center-arkadelphia",/emergency/hospital/041321,"(870) 245-2622","3050 twin rivers drive  arkadelphia, AR 71923"
170,Arkansas,34,-1,65,52,"wadley regional medical center at hope",/emergency/hospital/040153,"(870) 722-3800","2001 south main  hope, AR 71801"
171,Arkansas,38,-1,58,172,"st bernards medical center",/emergency/hospital/040020,"(870) 972-4100","225 e jackson  jonesboro, AR 72401"
172,Arkansas,21,-1,65,68,"crittenden memorial hospital",/emergency/hospital/040042,"(870) 735-1500","200 tyler  west memphis, AR 72301"
173,Arkansas,42,-1,76,51,"white river medical center",/emergency/hospital/040119,"(870) 262-1200","1710 harrison street  batesville, AR 72503"
174,Arkansas,-1,-1,-1,-1,"dewitt hospital & nursing home, inc",/emergency/hospital/041314,"(870) 946-3571","1641 whitehead drive  de witt, AR 72042"
175,Arkansas,-1,-1,-1,-1,"south missississpi county regional medical center",/emergency/hospital/041316,"(870) 563-7000","611 west lee avenue  osceola, AR 72370"
176,Arkansas,-1,-1,-1,-1,"howard memorial hospital",/emergency/hospital/041311,"(870) 845-4400","130 medical circle  nashville, AR 71852"
177,Arkansas,29,-1,72,40,"forrest city medical center",/emergency/hospital/040019,"(870) 261-0000","1601 newcastle road  forrest city, AR 72335"
178,Arkansas,26,-1,67,64,"arkansas methodist medical center",/emergency/hospital/040039,"(870) 239-7000","900 west kingshighway  paragould, AR 72450"
179,Arkansas,44,-1,72,110,"nea baptist memorial hospital",/emergency/hospital/040118,"(870) 972-7000","4800 east johnson avenue  jonesboro, AR 72401"
180,Arkansas,58,-1,73,59,"jefferson regional medical center",/emergency/hospital/040071,"(870) 541-7100","1600 west 40th avenue  pine bluff, AR 71603"
181,Arkansas,37,-1,95,58,"uams medical center",/emergency/hospital/040016,"(501) 686-5000","4301 west markham street mail slot 612  little rock, AR 72205"
182,Arkansas,-1,-1,-1,-1,"ozark health",/emergency/hospital/041313,"(501) 745-7004","2500 highway 65 south  clinton, AR 72031"
183,Arkansas,-1,-1,-1,-1,"ashley county medical center",/emergency/hospital/041323,"(870) 364-4111","1015 unity road  crossett, AR 71635"
184,Arkansas,29,-1,86,69,"great river medical center",/emergency/hospital/040069,"(870) 838-7300","1520 n division street  blytheville, AR 72315"
185,Arkansas,-1,-1,-1,-1,"mercy hospital booneville",/emergency/hospital/041318,"(479) 675-2800","880 west main  booneville, AR 72927"
186,Arkansas,-1,-1,-1,-1,"leo n levi national arthritis hospital",/emergency/hospital/040132,"(501) 624-1281","300 prospect ave  hot springs, AR 71901"
187,Arkansas,-1,-1,-1,-1,"ozarks community hospital of gravette",/emergency/hospital/041331,"(479) 787-5291","1101 jackson street sw  gravette, AR 72736"
188,Arkansas,18,-1,24,-1,"physicians' specialty hospital",/emergency/hospital/040152,"(479) 571-7002","3873 north parkview drive  fayetteville, AR 72703"
189,Arkansas,-1,-1,-1,-1,"bradley county medical center",/emergency/hospital/041327,"(870) 226-3731","404 south bradley street  warren, AR 71671"
190,Arizona,40,-1,127,201,"carondelet st joseph's hospital",/emergency/hospital/030011,"(520) 873-3000","350 north wilmot road  tucson, AZ 85711"
191,Arizona,24,-1,58,86,"yavapai regional medical center",/emergency/hospital/030012,"(928) 771-5676","1003 willow creek road  prescott, AZ 86301"
192,Arizona,41,-1,49,88,"tucson medical center",/emergency/hospital/030006,"(520) 327-5461","5301 east grant road  tucson, AZ 85712"
193,Arizona,26,-1,44,85,"maryvale hospital",/emergency/hospital/030001,"(623) 848-5957","5102 west campbell avenue  phoenix, AZ 85031"
194,Arizona,31,-1,57,121,"verde valley medical center",/emergency/hospital/030007,"(928) 639-6000","269 south candy lane  cottonwood, AZ 86326"
195,Arizona,20,-1,63,86,"banner casa grande medical center",/emergency/hospital/030016,"(520) 381-6453","1800 east florence boulevard  casa grande, AZ 85222"
196,Arizona,25,-1,88,246,"carondelet st  marys hospital",/emergency/hospital/030010,"(520) 872-3000","1601 west st mary's road  tucson, AZ 85745"
197,Arizona,41,-1,63,57,"john c lincoln north mountain hospital",/emergency/hospital/030014,"(602) 943-2381","250 east dunlap avenue  phoenix, AZ 85020"
